City,last_updated,Measure Display,parent_metro_region,Period Begin,Period End,Property Type,Region,Region Type,Seasonally Adjusted,State,State Code,Table Id,Worksheet Filter,active_listings,active_listings_mom,active_listings_yoy,Avg Sale To List,Avg Sale To List Mom,Avg Sale To List Yoy,Homes Sold,Homes Sold Mom,Homes Sold Yoy,Inventory,Inventory Mom,Inventory Yoy,Median Dom,Median Dom Mom,Median Dom Yoy,Median List Ppsf,Median List Ppsf Mom,Median List Ppsf Yoy,Median List Price,Median List Price Mom,Median List Price Yoy,Median Ppsf,Median Ppsf Mom,Median Ppsf Yoy,Median Sale Price,Median Sale Price Mom,Median Sale Price Yoy,months_of_supply,months_of_supply_mom,months_of_supply_yoy,New Listings,New Listings Mom,New Listings Yoy,Number of Records,off_market_in_two_weeks,off_market_in_two_weeks_mom,off_market_in_two_weeks_yoy,parent_metro_region_metro_code,pending_sales,pending_sales_mom,pending_sales_yoy,Period Duration,Price Drops,Price Drops Mom,Price Drops Yoy,property_type_id,region_type_id,Sold Above List,Sold Above List Mom,Sold Above List Yoy
San Francisco,4/5/2020 14:45,,"San Francisco, CA",3/1/2018,5/31/2018,All Residential,"San Francisco, CA - Presidio Terrace",Neighborhood,FALSE,California,CA,116225,Value,7,0.166666667,1.333333333,1.085220679,0.70%,-4.00%,4,33.30%,300.00%,1,0.00%,0.00%,19.5,4.5,16.5,915.9779614,0,-0.042039715,"1,299,000",-0.233628319,0.353125,"1,072.17",0.021962361,-0.003279967,"$2,393K",-4.30%,121.50%,,,,7,40.00%,133.30%,1,0,0,-1,"41,884",2,0,1,90,,,,-1,1,0.75,0.083333333,-0.25
San Francisco,4/5/2020 14:45,,"San Francisco, CA",3/1/2018,5/31/2018,All Residential,"San Francisco, CA - Tenderloin",Neighborhood,FALSE,California,CA,2702,Value,19,0.357142857,0.9,1.027293657,0.30%,0.20%,9,80.00%,125.00%,8,14.30%,100.00%,18,-16.5,-6,976.8683274,0,0.020023153,"896,500",0,0.632969035,"1,040.38",-0.053123637,-0.032532401,$745K,36.90%,44.00%,,,,16,33.30%,220.00%,1,0.25,-0.083333333,0.25,"41,884",4,0.333333333,3,90,,,,-1,1,0.444444444,0.044444444,0.194444444
San Francisco,4/5/2020 14:45,,"San Francisco, CA",3/1/2018,5/31/2018,All Residential,"San Francisco, CA - Fairmount",Neighborhood,FALSE,California,CA,113046,Value,20,-0.2,0.538461538,1.178561761,3.80%,4.50%,21,75.00%,133.30%,3,-50.00%,-25.00%,14,0,-3.5,981.918239,0,0.008820109,"1,595,000",-0.001252348,-0.130790191,"1,152.57",-0.036873187,0.076626924,"$1,735K",-3.60%,-6.80%,,,,15,-37.50%,50.00%,1,0.8,0.371428571,0.4,"41,884",5,-0.285714286,0,90,,,,-1,1,0.857142857,0.19047619,0.19047619
San Francisco,4/5/2020 14:45,,"San Francisco, CA",3/1/2018,5/31/2018,All Residential,"San Francisco, CA - South of Market",Neighborhood,FALSE,California,CA,6595,Value,423,0.034229829,0.128,1.029482189,0.30%,2.80%,232,12.60%,39.80%,144,-2.00%,-7.10%,26,2,-9,"1,183.30",-0.01783791,0.093568264,"1,149,500",-0.000434783,-0.000434783,"1,157.29",-0.002405765,0.100609251,"$1,183K",10.00%,12.10%,,,,312,5.80%,32.80%,1,0.438202247,0.047397649,0.154868914,"41,884",89,0.022988506,0.483333333,90,,,,-1,1,0.519313305,0.00723601,0.151843425
San Francisco,4/5/2020 14:45,,"San Francisco, CA",5/1/2018,7/31/2018,All Residential,"San Francisco, CA - Presidio Terrace",Neighborhood,FALSE,California,CA,116225,Value,4,-0.333333333,-0.333333333,1.042967378,-2.50%,-6.10%,4,-33.30%,0.00%,1,-50.00%,0.00%,26,6.5,18,861.3505747,-0.045801774,-0.150433736,"1,299,000",0.040032026,-0.054585153,"1,056.33",0.0222991,-0.027388503,"$1,109K",-32.30%,2.70%,,,,3,-25.00%,-50.00%,1,0,,-0.5,"41,884",1,,-0.5,90,,,,-1,1,0.5,-0.166666667,-0.5
San Francisco,4/5/2020 14:45,,"San Francisco, CA",5/1/2018,7/31/2018,All Residential,"San Francisco, CA - Eureka Valley",Neighborhood,FALSE,California,CA,114824,Value,42,0.05,0.235294118,1.141291073,1.10%,10.30%,28,40.00%,21.70%,6,-57.10%,0.00%,15.5,0.5,-21.5,909.9190283,-0.077278091,-0.017043993,"1,599,000",0.002507837,0.2792,"1,164.73",0.006410255,0.235238566,"$1,828K",9.40%,21.80%,,,,30,-9.10%,42.90%,1,0.428571429,-0.071428571,0.095238095,"41,884",14,0.4,1.333333333,90,,,,-1,1,0.75,-0.05,0.184782609
San Francisco,4/5/2020 14:45,,"San Francisco, CA",6/1/2018,8/31/2018,All Residential,"San Francisco, CA - Diamond Heights",Neighborhood,FALSE,California,CA,693,Value,19,0,0.461538462,1.084977125,0.70%,-8.20%,15,-21.10%,50.00%,7,75.00%,250.00%,27,2,14,817.7281447,0.095816926,0.075120426,"1,073,500",-0.10167364,-0.173595073,661.7177522,-0.181559622,-0.208080183,$920K,20.80%,-17.30%,,,,10,-23.10%,-9.10%,1,1,1,0.5,"41,884",2,0,-0.5,90,,,,-1,1,0.8,0.010526316,0
San Francisco,4/5/2020 14:45,,"San Francisco, CA",7/1/2018,9/30/2018,All Residential,"San Francisco, CA - Duboce Triangle",Neighborhood,FALSE,California,CA,773,Value,13,0,-0.235294118,1.096267875,-1.70%,-9.90%,5,-37.50%,-37.50%,4,300.00%,-42.90%,35,13,23,"1,064.75",-0.009436998,0.339429577,"1,372,500",-0.064735945,0.05984556,"1,066.35",-0.058056807,0.034987455,"$1,350K",-3.60%,-19.40%,,,,8,33.30%,-46.70%,1,0.5,-0.5,-0.25,"41,884",2,1,-0.5,90,,,,-1,1,0.8,0.05,-0.2
San Francisco,4/5/2020 14:45,,"San Francisco, CA",7/1/2018,9/30/2018,All Residential,"San Francisco, CA - Ashbury Heights / Parnassus",Neighborhood,FALSE,California,CA,94,Value,29,0.318181818,0.611111111,1.142816564,3.00%,5.90%,18,0.00%,157.10%,10,233.30%,66.70%,14,-1,-2,"1,034.54",-0.050321997,-0.022620637,"1,747,000",0.095297806,0.204827586,"1,167.77",0.027522667,-0.004456109,"$1,805K",-1.80%,0.30%,,,,24,20.00%,60.00%,1,0.666666667,-0.111111111,0,"41,884",3,-0.666666667,-0.5,90,,,,-1,1,0.888888889,0,-0.111111111
San Francisco,4/5/2020 14:45,,"San Francisco, CA",7/1/2018,9/30/2018,All Residential,"San Francisco, CA - Holly Park",Neighborhood,FALSE,California,CA,119236,Value,24,0.6,1,1.087717215,1.70%,-3.60%,12,0.00%,33.30%,9,80.00%,80.00%,22,0,6,775.5070028,0.053323179,-0.188800206,"1,195,000",0.040034813,0.152362584,886.5535933,-0.056089761,-0.123533871,"$1,302K",1.10%,0.10%,,,,17,70.00%,112.50%,1,0.571428571,0.321428571,0.571428571,"41,884",7,0.75,1.333333333,90,,,,-1,1,0.833333333,0.083333333,-0.055555556
San Francisco,4/5/2020 14:45,,"San Francisco, CA",7/1/2018,9/30/2018,All Residential,"San Francisco, CA - Bernal Heights",Neighborhood,FALSE,California,CA,202,Value,110,0.195652174,0.12244898,1.166949341,1.30%,2.30%,66,-9.60%,-2.90%,39,95.00%,5.40%,15,1,-1,830.1752779,-0.030355275,-0.064958087,"1,295,000",-0.002695418,0.083682008,996.5034965,0.001319318,-0.029874537,"$1,438K",-4.20%,2.70%,,,,81,19.10%,3.80%,1,0.526315789,-0.019138756,-0.073684211,"41,884",19,-0.136363636,-0.05,90,,,,-1,1,0.848484848,0.01286841,0.054367201
San Francisco,4/5/2020 14:45,,"San Francisco, CA",8/1/2018,10/31/2018,All Residential,"San Francisco, CA - West Portal",Neighborhood,FALSE,California,CA,3033,Value,12,0,0,1.09818437,-4.70%,-5.50%,10,42.90%,-9.10%,3,-40.00%,0.00%,22,0,7,856.4285714,0.151684094,0.065853592,"1,699,000",0.03597561,0.065203762,808.8907837,-0.148536017,-0.164000444,"$1,730K",8.10%,-3.90%,,,,11,37.50%,22.20%,1,0.4,-0.266666667,-0.6,"41,884",5,0.666666667,4,90,,,,-1,1,0.9,-0.1,-0.009090909
San Francisco,4/5/2020 14:45,,"San Francisco, CA",9/1/2018,11/30/2018,All Residential,"San Francisco, CA - Portola",Neighborhood,FALSE,California,CA,2185,Value,20,0.052631579,0.052631579,1.1383173,-5.70%,1.70%,12,0.00%,-29.40%,5,0.00%,-28.60%,26,0.5,8.5,760,0.07008761,0.252561247,"899,000",0.058892815,0.004469274,757.1515152,-0.017829021,0.068919786,"$1,089K",-8.90%,5.70%,,,,17,13.30%,13.30%,1,0.25,-0.035714286,-0.75,"41,884",4,-0.428571429,3,90,,,,-1,1,0.75,-0.083333333,-0.132352941
San Francisco,4/5/2020 14:45,,"San Francisco, CA",9/1/2018,11/30/2018,All Residential,"San Francisco, CA - Balboa Hollow",Neighborhood,FALSE,California,CA,556839,Value,19,-0.05,-0.05,1.114945584,1.40%,-5.70%,9,-35.70%,-50.00%,3,-25.00%,0.00%,15,-13,1,948.6873508,0,0.194428488,"1,195,000",-0.294545746,-0.252657911,"1,051.56",0.128330062,0.170775136,"$1,650K",8.60%,-12.60%,,,,14,16.70%,-17.60%,1,0.333333333,-0.666666667,-0.541666667,"41,884",6,5,-0.25,90,,,,-1,1,1,0.214285714,0.055555556
San Francisco,4/5/2020 14:45,,"San Francisco, CA",9/1/2018,11/30/2018,All Residential,"San Francisco, CA - Pacific Heights",Neighborhood,FALSE,California,CA,2074,Value,119,0.008474576,0.112149533,1.035080102,-0.90%,-1.90%,60,30.40%,-6.30%,47,-25.40%,56.70%,29,1.5,14,"1,190.44",0.001572296,0.0464432,"2,149,500",0.134300792,0.134300792,"1,217.78",-0.011735102,0.016272374,"$1,563K",0.00%,-10.70%,,,,90,1.10%,11.10%,1,0.2,-0.175,-0.273684211,"41,884",25,0.041666667,0.315789474,90,,,,-1,1,0.55,0.006521739,-0.2
San Francisco,4/5/2020 14:45,,"San Francisco, CA",9/1/2018,11/30/2018,All Residential,"San Francisco, CA - Northwest San Francisco",Neighborhood,FALSE,California,CA,118514,Value,662,-0.037790698,0.009146341,1.072837992,-1.30%,-0.90%,362,7.70%,-3.50%,229,-15.80%,21.80%,20.5,1.5,2.5,991.5333485,0.013510109,0.048457159,"1,495,000",0,-0.002668446,"1,060.13",0.025505331,0.023022152,"$1,526K",-4.60%,-6.10%,,,,507,-3.20%,2.80%,1,0.299212598,-0.047726177,-0.066984585,"41,884",127,-0.136054422,-0.105633803,90,,,,-1,1,0.696969697,-0.021965214,-0.007030303
San Francisco,4/5/2020 14:45,,"San Francisco, CA",10/1/2018,12/31/2018,All Residential,"San Francisco, CA - Northeast San Francisco",Neighborhood,FALSE,California,CA,119055,Value,305,-0.138418079,0.29787234,1.022510286,-0.30%,-0.40%,137,-2.10%,-10.50%,98,-39.10%,55.60%,40,10.5,8,"1,171.16",0.037868932,0.075334966,"1,297,500",0.001930502,0.05961617,"1,086.43",-0.001700732,0.008814704,"$1,250K",7.50%,1.60%,,,,134,-47.00%,24.10%,1,0.056603774,-0.072428484,-0.162146226,"41,884",53,-0.14516129,0.65625,90,,,,-1,1,0.452554745,-0.004588113,-0.024569438
San Francisco,4/5/2020 14:45,,"San Francisco, CA",11/1/2018,1/31/2019,All Residential,"San Francisco, CA - Haight Ashbury",Neighborhood,FALSE,California,CA,1180,Value,8,0,0.142857143,1.05988667,-2.80%,5.70%,6,-33.30%,20.00%,1,,0.00%,23,0,-15.5,913.25811,-0.124346636,0.104165582,"1,335,000",-0.007434944,-0.163009404,"1,015.51",0.226003334,0.27439216,"$1,413K",-1.90%,-20.60%,,,,6,0.00%,50.00%,1,1,1,,"41,884",1,0,,90,,,,-1,1,0.333333333,-0.222222222,-0.066666667
San Francisco,4/5/2020 14:45,,"San Francisco, CA",12/1/2018,2/28/2019,All Residential,"San Francisco, CA - Oceanview",Neighborhood,FALSE,California,CA,1999,Value,17,-0.227272727,0.133333333,1.106734489,-1.50%,-7.90%,9,12.50%,-10.00%,8,14.30%,33.30%,22,-8.5,-8.5,807.6227437,0.154530788,0.448151127,"849,000",0,0.062578223,797.8070175,0.118499649,-0.007015194,$880K,0.30%,-4.60%,,,,10,-9.10%,11.10%,1,0,-0.333333333,-1,"41,884",1,-0.666666667,-0.5,90,,,,-1,1,0.888888889,0.013888889,-0.011111111
San Francisco,4/5/2020 14:45,,"San Francisco, CA",2/1/2019,4/30/2019,All Residential,"San Francisco, CA - University Mound",Neighborhood,FALSE,California,CA,111230,Value,14,0.272727273,1,1.083540441,-3.80%,-31.50%,6,50.00%,100.00%,4,100.00%,100.00%,16.5,-8.5,3.5,805.8727569,0,0.094628967,"991,500",0.067276642,0.043684211,909.7116475,0.202172665,0.081526952,$993K,-10.80%,-22.20%,,,,12,33.30%,71.40%,1,1,0.6,0.333333333,"41,884",2,-0.6,-0.333333333,90,,,,-1,1,0.666666667,-0.083333333,-0.333333333
San Francisco,4/5/2020 14:45,,"San Francisco, CA",2/1/2019,4/30/2019,All Residential,"San Francisco, CA - Bayview",Neighborhood,FALSE,California,CA,154,Value,28,0.333333333,0.217391304,1.096281703,3.40%,-6.20%,11,83.30%,-21.40%,16,33.30%,220.00%,38,-16.5,20,642.8571429,0.074285714,0.151061776,"995,000",0.131324616,0.174041298,661.1947104,0.209664044,-0.029639279,$922K,-6.30%,-12.40%,,,,15,7.10%,-6.30%,1,0.6,0.1,0.1,"41,884",5,0.25,-0.166666667,90,,,,-1,1,0.636363636,0.136363636,-0.077922078
San Francisco,4/5/2020 14:45,,"San Francisco, CA",2/1/2019,4/30/2019,All Residential,"San Francisco, CA - Northwest San Francisco",Neighborhood,FALSE,California,CA,118514,Value,599,0.140952381,0.003350084,1.053875561,1.40%,-3.60%,348,27.50%,-2.80%,181,1.10%,9.00%,19,-6,4,"1,010.67",-0.003427669,0.044030788,"1,649,000",0.015081564,0.063870968,"1,097.85",0.025182173,-0.00382847,"$1,600K",3.20%,0.00%,,,,415,2.20%,-11.90%,1,0.626865672,0.126865672,0.123464311,"41,884",134,0.063492063,-0.088435374,90,,,,-1,1,0.604584527,0.042540732,-0.102119383
San Francisco,4/5/2020 14:45,,"San Francisco, CA",3/1/2019,5/31/2019,All Residential,"San Francisco, CA - Outer Mission",Neighborhood,FALSE,California,CA,403,Value,10,0,0.25,1.079219218,0.20%,-4.10%,7,40.00%,-12.50%,4,33.30%,,20,-11,2.5,628.4153005,-0.084802578,-0.124408015,"828,000",-0.101465003,0.036295369,742.7184466,-0.109299956,0.000128593,$935K,-4.60%,3.20%,,,,7,16.70%,0.00%,1,1,1,0,"41,884",2,-0.333333333,-0.5,90,,,,-1,1,0.571428571,-0.028571429,-0.206349206
San Francisco,4/5/2020 14:45,,"San Francisco, CA",3/1/2019,5/31/2019,All Residential,"San Francisco, CA - Mission District",Neighborhood,FALSE,California,CA,1352,Value,112,0.131313131,0.037037037,1.072260369,0.90%,-0.10%,79,46.30%,16.20%,26,-36.60%,-21.20%,24,6.5,1,990.6832298,0.027702731,0.080923133,"1,295,000",0,-0.003079292,"1,008.40",0.006851972,-0.001470049,"$1,430K",7.50%,-3.50%,,,,84,13.50%,1.20%,1,0.594594595,0.070785071,-0.020790021,"41,884",37,0.761904762,0.423076923,90,,,,-1,1,0.582278481,0.008204407,-0.020662695
San Francisco,4/5/2020 14:45,,"San Francisco, CA",4/1/2019,6/30/2019,All Residential,"San Francisco, CA - Lower Haight",Neighborhood,FALSE,California,CA,1570,Value,17,0.133333333,0.7,1.140466072,4.70%,7.80%,5,-50.00%,-37.50%,7,16.70%,,12,-2.5,-1,"1,056.37",-0.032545045,-0.086240427,"1,272,000",-0.054275093,0.06,"1,191.62",0.100989997,0.281425609,"$1,400K",20.30%,-12.10%,,,,14,16.70%,100.00%,1,0.75,-0.25,0.15,"41,884",4,0.333333333,-0.2,90,,,,-1,1,1,0.2,0.25
San Francisco,4/5/2020 14:45,,"San Francisco, CA",5/1/2019,7/31/2019,All Residential,"San Francisco, CA - Silver Terrace",Neighborhood,FALSE,California,CA,2469,Value,19,0.266666667,0.055555556,1.109948094,2.30%,-14.20%,10,-23.10%,11.10%,8,100.00%,14.30%,42,3,26,609.4915254,-0.027119144,-0.00353119,"888,888",-0.011248053,0.041462214,725.0755287,-0.024934196,-0.16858006,"$1,200K",2.10%,14.30%,,,,13,18.20%,8.30%,1,0.75,0.75,,"41,884",4,1,,90,,,,-1,1,0.6,-0.092307692,-0.4
San Francisco,4/5/2020 14:45,,"San Francisco, CA",6/1/2019,8/31/2019,All Residential,"San Francisco, CA - Northwest San Francisco",Neighborhood,FALSE,California,CA,118514,Value,536,-0.100671141,-0.051327434,1.067047501,-0.60%,-1.80%,360,-9.10%,-2.70%,165,-6.80%,0.60%,19,3,0,"1,016.67",0.018514673,0.058978308,"1,680,000",0.018490452,0.123745819,"1,079.85",-0.000542297,0.020014318,"$1,650K",-2.70%,1.70%,,,,355,-15.50%,-11.30%,1,0.394230769,-0.012548892,-0.078983516,"41,884",104,-0.118644068,-0.071428571,90,,,,-1,1,0.683333333,-0.011111111,-0.03018018
San Francisco,4/5/2020 14:45,,"San Francisco, CA",6/1/2019,8/31/2019,All Residential,"San Francisco, CA - Southwest San Francisco",Neighborhood,FALSE,California,CA,116213,Value,686,-0.080428954,-0.086551265,1.152960226,-0.10%,-1.60%,492,-13.10%,-5.20%,177,-3.30%,-2.70%,16,2,0,857.7994148,-0.01862315,0.03009508,"1,350,000",-0.027937788,0.042471042,"1,013.82",0,0.025637537,"$1,602K",0.10%,6.80%,,,,493,-15.10%,-14.40%,1,0.44295302,0.050314983,-0.059904123,"41,884",149,-0.085889571,-0.148571429,90,,,,-1,1,0.811359026,-0.019328804,-0.038351956
San Francisco,4/5/2020 14:45,,"San Francisco, CA",8/1/2019,10/31/2019,All Residential,"San Francisco, CA - Outer Sunset",Neighborhood,FALSE,California,CA,441,Value,116,0.074074074,-0.107692308,1.148664102,-1.10%,-7.40%,65,-1.50%,-13.30%,38,2.70%,0.00%,17,1,1.5,822.0757825,0.079282949,0.028015419,"1,195,000",-0.011988425,0.139180172,915.1765674,-0.034740521,-0.069497509,"$1,450K",1.50%,10.30%,,,,88,18.90%,-16.20%,1,0.466666667,-0.11025641,0.012121212,"41,884",30,0.153846154,-0.090909091,90,,,,-1,1,0.815384615,0.012354312,-0.051282051
San Francisco,4/5/2020 14:45,,"San Francisco, CA",9/1/2019,11/30/2019,All Residential,"San Francisco, CA - South Beach",Neighborhood,FALSE,California,CA,2560,Value,300,-0.025974026,0.086956522,0.99359662,0.10%,-2.10%,101,-1.00%,-12.20%,132,-11.40%,11.90%,33,-5,5,"1,312.71",0.037260192,0.086061981,"1,398,000",0.018579235,0.168407856,"1,259.04",-0.017368536,0.051093853,"$1,190K",10.20%,16.70%,,,,191,-1.50%,-3.50%,1,0.242424242,0.086868687,0.022912047,"41,884",33,-0.266666667,-0.195121951,90,,,,-1,1,0.346534653,0.01320132,-0.131726216
San Francisco,4/5/2020 14:45,,"San Francisco, CA",11/1/2019,1/31/2020,All Residential,"San Francisco, CA - Ashbury Heights",Neighborhood,FALSE,California,CA,10316,Value,9,-0.307692308,-0.25,1.029944704,-3.10%,-4.70%,8,-42.90%,-20.00%,2,,0.00%,35.5,3.5,12,"1,036.54",-0.000926784,-0.092872636,"1,798,000",-0.19009009,-0.455151515,"1,109.76",-0.167683257,-0.080277471,"$2,263K",9.70%,24.50%,,,,5,25.00%,-16.70%,1,,,,"41,884",,,,90,,,,-1,1,0.375,-0.267857143,-0.425
San Francisco,4/5/2020 14:45,,"San Francisco, CA",11/1/2019,1/31/2020,All Residential,"San Francisco, CA - Mission Bay",Neighborhood,FALSE,California,CA,1724,Value,45,-0.166666667,0.40625,0.997093096,-0.20%,-0.30%,27,-15.60%,42.10%,19,46.20%,111.10%,59,16.5,12,"1,209.44",-0.057863455,0.153675406,"1,224,500",0.066637631,0.276850886,"1,163.52",0.003537736,0.072400632,"$1,220K",-9.00%,2.00%,,,,22,4.80%,37.50%,1,0.666666667,0.566666667,0.266666667,"41,884",3,-0.7,-0.4,90,,,,-1,1,0.37037037,-0.12962963,-0.10331384
San Francisco,4/5/2020 14:45,,"San Francisco, CA",12/1/2019,2/29/2020,All Residential,"San Francisco, CA - Ingleside",Neighborhood,FALSE,California,CA,1347,Value,10,-0.411764706,-0.230769231,1.015278435,-4.10%,-19.50%,9,-40.00%,350.00%,1,-75.00%,-90.00%,54.5,9.5,15.5,727.5747508,0.010467756,-0.124299265,"1,095,000",0.144798745,-0.103927987,746.0645572,-0.095243167,-0.039713819,"$1,000K",-19.80%,-12.10%,,,,7,-30.00%,-12.50%,1,0,-0.5,-1,"41,884",5,1.5,4,90,,,,-1,1,0.444444444,-0.155555556,-0.555555556
San Francisco,4/5/2020 14:45,,"San Francisco, CA",12/1/2019,2/29/2020,All Residential,"San Francisco, CA - Russian Hill",Neighborhood,FALSE,California,CA,2352,Value,75,0.056338028,0.041666667,1.00905518,2.10%,1.50%,29,-3.30%,31.80%,37,42.30%,-7.50%,40,-8,-1,"1,379.50",0.059385763,0.140764884,"2,044,423.50",0.000451921,-0.039951397,"1,278.41",0.090348912,0.063514425,"$1,900K",0.90%,-2.60%,,,,46,35.30%,27.80%,1,0.375,-0.170454545,-0.053571429,"41,884",8,-0.272727273,0.142857143,90,,,,-1,1,0.310344828,0.077011494,-0.144200627
San Francisco,4/5/2020 14:45,,"San Francisco, CA",12/1/2011,2/29/2012,All Residential,"San Francisco, CA - Portola",Neighborhood,FALSE,California,CA,2185,Value,29,0.035714286,-0.325581395,1.050094845,3.90%,1.30%,10,-28.60%,-41.20%,18,28.60%,-21.70%,21.5,-24.5,-31.5,358.2718651,0.007189982,0.04997473,"437,000",-0.11529507,-0.230633803,370.0992556,0.125301791,-0.028489454,$484K,0.00%,-18.00%,,,,14,40.00%,-39.10%,1,1,0.333333333,0.25,"41,884",2,-0.333333333,-0.5,90,,,,-1,1,0.6,0.171428571,0.364705882
San Francisco,4/5/2020 14:45,,"San Francisco, CA",1/1/2012,3/31/2012,All Residential,"San Francisco, CA - Tenderloin",Neighborhood,FALSE,California,CA,2702,Value,20,0,-0.393939394,0.986129855,0.30%,1.90%,12,50.00%,0.00%,8,33.30%,-63.60%,43.5,0,-24.5,643.7757577,0.242108521,0.079165814,"399,000",0.143266476,-0.081703107,483.0853453,-0.037385345,-0.192698198,$372K,-9.70%,-1.50%,,,,13,18.20%,-35.00%,1,0.333333333,-0.333333333,-0.166666667,"41,884",3,0,0.5,90,,,,-1,1,0.166666667,0.166666667,0.166666667
San Francisco,4/5/2020 14:45,,"San Francisco, CA",1/1/2012,3/31/2012,All Residential,"San Francisco, CA - Mission District",Neighborhood,FALSE,California,CA,1352,Value,64,0.122807018,-0.346938776,1.009946568,-0.30%,1.50%,31,-13.90%,-22.50%,17,30.80%,-57.50%,26,8,2,419.8312236,0.038068136,-0.115488868,"650,000",-0.028400598,-0.037037037,480.991647,0.041138553,-0.000847622,$670K,-6.30%,-1.50%,,,,49,81.50%,-22.20%,1,0.777777778,-0.079365079,0.063492063,"41,884",18,1.571428571,0.285714286,90,,,,-1,1,0.419354839,0.03046595,0.102281668
San Francisco,4/5/2020 14:45,,"San Francisco, CA",1/1/2012,3/31/2012,All Residential,"San Francisco, CA - Northwest San Francisco",Neighborhood,FALSE,California,CA,118514,Value,653,0.120068611,-0.202686203,1.0042371,1.60%,2.40%,310,5.40%,18.30%,217,-6.50%,-49.30%,33,-15.5,-16,586.7254902,0.033315914,0.023816292,"887,500",0.069277108,0.110763454,538.2352941,0.000558511,-0.015045065,$842K,-0.40%,1.30%,,,,467,41.90%,-16.20%,1,0.564417178,0.05065571,0.145613759,"41,884",163,0.495412844,0.393162393,90,,,,-1,1,0.412903226,0.111208311,0.164811623
San Francisco,4/5/2020 14:45,,"San Francisco, CA",2/1/2012,4/30/2012,All Residential,"San Francisco, CA - Haight Ashbury",Neighborhood,FALSE,California,CA,1180,Value,13,0,-0.5,1.01675574,-1.00%,2.10%,8,33.30%,0.00%,4,100.00%,-55.60%,16,4,-4.5,528.8235294,0.135471511,0.061547759,"949,750",0.022335845,0.118669022,648.2281763,-0.005051155,0.250821089,$980K,12.60%,11.60%,,,,13,18.20%,-23.50%,1,1,0.5,0.2,"41,884",1,-0.875,-0.8,90,,,,-1,1,0.5,-0.166666667,0.25
San Francisco,4/5/2020 14:45,,"San Francisco, CA",2/1/2012,4/30/2012,All Residential,"San Francisco, CA - Outer Sunset",Neighborhood,FALSE,California,CA,441,Value,129,0.066115702,-0.145695364,1.011345521,1.70%,2.40%,73,30.40%,17.70%,42,-4.50%,-39.10%,25,-31,-22,425.3333333,0.056288846,-0.06921804,"669,900",-0.019897586,0.010369141,450.5444646,0.005060729,0.08635955,$650K,5.90%,4.40%,,,,93,13.40%,-3.10%,1,0.548387097,-0.151612903,0.298387097,"41,884",31,0.033333333,0.55,90,,,,-1,1,0.506849315,0.149706458,0.152010605
San Francisco,4/5/2020 14:45,,"San Francisco, CA",3/1/2012,5/31/2012,All Residential,"San Francisco, CA - Ingleside",Neighborhood,FALSE,California,CA,1347,Value,17,-0.19047619,-0.291666667,1.061530792,-0.70%,8.00%,9,-10.00%,-18.20%,9,-25.00%,28.60%,18,1,-29,381.8060832,-0.037036607,0.020470378,"514,100",0.014904748,-0.026325758,377.8881918,-0.223517414,-0.030524958,$549K,-2.30%,3.60%,,,,11,-38.90%,-15.40%,1,0.333333333,,0.333333333,"41,884",3,,0,90,,,,-1,1,0.555555556,-0.044444444,0.373737374
San Francisco,4/5/2020 14:45,,"San Francisco, CA",3/1/2012,5/31/2012,All Residential,"San Francisco, CA - South Beach",Neighborhood,FALSE,California,CA,2560,Value,225,0.051401869,-0.184782609,1.001121644,0.60%,2.80%,131,31.00%,-8.40%,74,17.50%,-37.80%,15,-5,-13.5,799.2610837,-0.024674816,0.061497423,"799,000",-0.001248752,0.254317111,743.1629013,0.010537008,0.056533759,$689K,0.30%,10.30%,,,,154,8.50%,0.00%,1,0.627906977,0.104097453,0.243291592,"41,884",43,0.023809524,0.102564103,90,,,,-1,1,0.366412214,0.046412214,0.219559067
San Francisco,4/5/2020 14:45,,"San Francisco, CA",4/1/2012,6/30/2012,All Residential,"San Francisco, CA - Sutro Heights",Neighborhood,FALSE,California,CA,117803,Value,7,-0.3,-0.363636364,1.034393174,0.10%,6.00%,7,0.00%,250.00%,2,0.00%,-71.40%,18,0,-27.5,511.0103627,0,0.370485881,"819,500",0.179136691,0.041296061,450.2219404,-0.001338247,-0.090472694,$710K,5.10%,-26.10%,,,,4,-20.00%,-33.30%,1,0.5,0.5,0,"41,884",2,1,0,90,,,,-1,1,0.714285714,0,0.714285714
San Francisco,4/5/2020 14:45,,"San Francisco, CA",5/1/2012,7/31/2012,All Residential,"San Francisco, CA - Bret Harte",Neighborhood,FALSE,California,CA,118713,Value,22,0.047619048,-0.435897436,1.026002901,-0.70%,4.70%,8,-27.30%,-38.50%,8,0.00%,-63.60%,32,0,-1,284.271777,-0.022084295,-0.03295542,"410,000",0.303656598,0.301587302,230.5319969,0.013521366,-0.032588942,$305K,-4.70%,-1.30%,,,,15,25.00%,-44.40%,1,0.75,-0.25,0.375,"41,884",4,-0.2,-0.5,90,,,,-1,1,0.625,-0.011363636,0.394230769
