Month of Period End,Region,Avg. Median Sale Price,Avg. Median Ppsf
Jul-18,"San Francisco, CA - Crocker Amazon","$1,106K",689.1566265
Aug-18,"San Francisco, CA - Crocker Amazon","$1,138K",683.0551674
Sep-18,"San Francisco, CA - Crocker Amazon","$1,030K",713.8964951
Oct-18,"San Francisco, CA - Crocker Amazon","$1,143K",774.9830048
Nov-18,"San Francisco, CA - Crocker Amazon","$1,108K",796.0784314
Dec-18,"San Francisco, CA - Crocker Amazon","$1,150K",775.7490781
Jan-19,"San Francisco, CA - Crocker Amazon","$1,063K",785.046729
Feb-19,"San Francisco, CA - Crocker Amazon",$948K,795.828138
Mar-19,"San Francisco, CA - Crocker Amazon","$1,140K",816.8273444
Apr-19,"San Francisco, CA - Crocker Amazon","$1,200K",812.535536
May-19,"San Francisco, CA - Crocker Amazon","$1,269K",793.1104934
Jun-19,"San Francisco, CA - Crocker Amazon","$1,280K",764.1615255
Jul-19,"San Francisco, CA - Crocker Amazon","$1,045K",796.3256256
Aug-19,"San Francisco, CA - Crocker Amazon","$1,030K",764.1615255
Sep-19,"San Francisco, CA - Crocker Amazon","$1,090K",702.247191
Oct-19,"San Francisco, CA - Crocker Amazon","$1,150K",803.8428325
Nov-19,"San Francisco, CA - Crocker Amazon","$1,126K",711.8446368
Dec-19,"San Francisco, CA - Crocker Amazon","$1,130K",826.7195767
Jan-20,"San Francisco, CA - Crocker Amazon","$1,133K",807.1650981
Feb-20,"San Francisco, CA - Crocker Amazon","$1,135K",787.6106195
Feb-12,"San Francisco, CA - Cow Hollow","$1,635K",784.0830875
Mar-12,"San Francisco, CA - Cow Hollow","$1,199K",782.6725998
Apr-12,"San Francisco, CA - Cow Hollow","$1,199K",782.6725998
May-12,"San Francisco, CA - Cow Hollow","$2,103K",787.0520801
Jun-12,"San Francisco, CA - Cow Hollow","$2,668K",760.5109166
Jul-12,"San Francisco, CA - Cow Hollow","$2,293K",975.7258448
Aug-12,"San Francisco, CA - Cow Hollow","$1,262K",578.1818182
Sep-12,"San Francisco, CA - Cow Hollow","$1,294K",699.0545186
Oct-12,"San Francisco, CA - Cow Hollow","$2,163K",849.4623656
Nov-12,"San Francisco, CA - Cow Hollow","$3,000K","1,234.10"
Dec-12,"San Francisco, CA - Cow Hollow","$3,835K","1,206.31"
Jan-13,"San Francisco, CA - Cow Hollow","$1,570K","1,104.42"
Feb-13,"San Francisco, CA - Cow Hollow","$1,501K",911.2897659
Mar-13,"San Francisco, CA - Cow Hollow","$1,600K",969.3633317
Apr-13,"San Francisco, CA - Cow Hollow","$1,600K",974.2529289
May-13,"San Francisco, CA - Cow Hollow","$1,600K","1,284.40"
Jun-13,"San Francisco, CA - Cow Hollow","$1,708K","1,284.40"
Jul-13,"San Francisco, CA - Cow Hollow","$2,200K","1,360.47"
Aug-13,"San Francisco, CA - Cow Hollow","$2,423K",943.3962264
Sep-13,"San Francisco, CA - Cow Hollow","$2,645K","1,182.89"
Oct-13,"San Francisco, CA - Cow Hollow","$4,050K",943.3962264
Nov-13,"San Francisco, CA - Cow Hollow","$3,177K","1,182.89"
Dec-13,"San Francisco, CA - Cow Hollow","$3,825K","1,132.51"
Jan-14,"San Francisco, CA - Cow Hollow","$2,605K","1,222.64"
Feb-14,"San Francisco, CA - Cow Hollow","$2,670K","1,242.44"
Mar-14,"San Francisco, CA - Cow Hollow","$1,670K","1,261.36"
Apr-14,"San Francisco, CA - Cow Hollow","$2,000K","1,261.36"
May-14,"San Francisco, CA - Cow Hollow","$2,465K","1,238.14"
Jun-14,"San Francisco, CA - Cow Hollow","$2,260K","1,233.16"
Jul-14,"San Francisco, CA - Cow Hollow","$3,638K","1,196.63"
Aug-14,"San Francisco, CA - Cow Hollow","$2,950K",986.6798224
Sep-14,"San Francisco, CA - Cow Hollow","$3,300K",986.6798224
Oct-14,"San Francisco, CA - Cow Hollow","$4,136K","1,051.16"
Nov-14,"San Francisco, CA - Cow Hollow","$4,350K","1,184.34"
Dec-14,"San Francisco, CA - Cow Hollow","$4,075K","1,051.16"
Jan-15,"San Francisco, CA - Cow Hollow","$2,725K","1,164.37"
Feb-15,"San Francisco, CA - Cow Hollow","$1,075K","1,189.00"
Mar-15,"San Francisco, CA - Cow Hollow","$1,725K","1,189.00"
Apr-15,"San Francisco, CA - Cow Hollow","$1,868K","1,372.64"
May-15,"San Francisco, CA - Cow Hollow","$2,000K","1,199.40"
Jun-15,"San Francisco, CA - Cow Hollow","$3,225K","1,233.30"
Jul-15,"San Francisco, CA - Cow Hollow","$3,493K","1,233.30"
Aug-15,"San Francisco, CA - Cow Hollow","$3,493K","1,235.96"
Sep-15,"San Francisco, CA - Cow Hollow",$650K,"1,158.80"
Oct-15,"San Francisco, CA - Cow Hollow","$3,926K","1,199.04"
Nov-15,"San Francisco, CA - Cow Hollow","$3,600K","1,327.87"
Dec-15,"San Francisco, CA - Cow Hollow","$3,450K","1,424.93"
Jan-16,"San Francisco, CA - Cow Hollow","$3,130K","1,424.93"
Feb-16,"San Francisco, CA - Cow Hollow","$3,065K","1,392.25"
Mar-16,"San Francisco, CA - Cow Hollow","$2,080K","1,080.25"
Apr-16,"San Francisco, CA - Cow Hollow","$3,627K","1,093.22"
May-16,"San Francisco, CA - Cow Hollow","$2,800K","1,106.19"
Jun-16,"San Francisco, CA - Cow Hollow","$2,800K","1,454.54"
Jul-16,"San Francisco, CA - Cow Hollow","$2,769K","1,570.87"
Aug-16,"San Francisco, CA - Cow Hollow","$3,150K","1,496.93"
Sep-16,"San Francisco, CA - Cow Hollow","$3,145K","1,027.57"
Oct-16,"San Francisco, CA - Cow Hollow","$1,765K","1,000"
Nov-16,"San Francisco, CA - Cow Hollow","$2,495K","1,120.63"
Dec-16,"San Francisco, CA - Cow Hollow","$2,495K","1,292.76"
Jan-17,"San Francisco, CA - Cow Hollow","$2,500K","1,319.96"
Feb-17,"San Francisco, CA - Cow Hollow","$1,875K","1,191.35"
Mar-17,"San Francisco, CA - Cow Hollow","$1,875K","1,198.63"
Apr-17,"San Francisco, CA - Cow Hollow","$1,990K","1,084.66"
May-17,"San Francisco, CA - Cow Hollow","$4,102K","1,602.68"
Jun-17,"San Francisco, CA - Cow Hollow","$4,994K","1,454.07"
Jul-17,"San Francisco, CA - Cow Hollow","$3,788K","1,446.52"
Aug-17,"San Francisco, CA - Cow Hollow","$3,444K","1,446.52"
Sep-17,"San Francisco, CA - Cow Hollow","$3,572K","1,605.11"
Oct-17,"San Francisco, CA - Cow Hollow","$4,347K","1,619.30"
Nov-17,"San Francisco, CA - Cow Hollow","$4,347K","1,489.78"
Dec-17,"San Francisco, CA - Cow Hollow","$3,522K","1,448.20"
Jan-18,"San Francisco, CA - Cow Hollow","$2,450K","1,186.44"
Feb-18,"San Francisco, CA - Cow Hollow","$3,675K","1,186.44"
Mar-18,"San Francisco, CA - Cow Hollow","$5,470K","1,226.42"
Apr-18,"San Francisco, CA - Cow Hollow","$3,675K","1,231.38"
May-18,"San Francisco, CA - Cow Hollow","$2,450K","1,226.42"
Jun-18,"San Francisco, CA - Cow Hollow","$2,275K","1,360.65"
Jul-18,"San Francisco, CA - Cow Hollow","$2,512K","1,870.47"
Aug-18,"San Francisco, CA - Cow Hollow","$2,444K","1,232.54"
Sep-18,"San Francisco, CA - Cow Hollow","$3,315K","1,232.54"
Oct-18,"San Francisco, CA - Cow Hollow","$2,375K","1,314.88"
Nov-18,"San Francisco, CA - Cow Hollow","$4,730K","1,335.69"
Dec-18,"San Francisco, CA - Cow Hollow","$3,365K","1,348.00"
Jan-19,"San Francisco, CA - Cow Hollow","$4,750K","1,405.75"
Feb-19,"San Francisco, CA - Cow Hollow","$7,500K","1,371.34"
Mar-19,"San Francisco, CA - Cow Hollow","$3,350K","1,411.76"
Apr-19,"San Francisco, CA - Cow Hollow","$2,850K","1,429.89"
May-19,"San Francisco, CA - Cow Hollow","$3,350K","1,429.89"
Jun-19,"San Francisco, CA - Cow Hollow","$3,600K","1,305.97"
Jul-19,"San Francisco, CA - Cow Hollow","$2,900K","1,294.52"
Aug-19,"San Francisco, CA - Cow Hollow","$2,200K","1,334.80"
Sep-19,"San Francisco, CA - Cow Hollow","$1,600K","1,079.15"
Oct-19,"San Francisco, CA - Cow Hollow","$1,550K",612.9597198
Nov-19,"San Francisco, CA - Cow Hollow","$2,200K",684.1000818
Dec-19,"San Francisco, CA - Cow Hollow","$2,150K",646.6321244
Jan-20,"San Francisco, CA - Cow Hollow","$2,086K",646.6321244
Feb-20,"San Francisco, CA - Cow Hollow","$1,500K",648.3431478
Feb-12,"San Francisco, CA - Corona Heights","$1,050K",598.4373359
Mar-12,"San Francisco, CA - Corona Heights",$925K,608.8082902
Apr-12,"San Francisco, CA - Corona Heights","$1,050K",533.3563642
May-12,"San Francisco, CA - Corona Heights",$900K,667.6980094
Jun-12,"San Francisco, CA - Corona Heights",$900K,722.0855878
Jul-12,"San Francisco, CA - Corona Heights",$930K,730.2217155
Aug-12,"San Francisco, CA - Corona Heights",$935K,722.0855878
Sep-12,"San Francisco, CA - Corona Heights","$1,020K",634.9763539
Oct-12,"San Francisco, CA - Corona Heights","$1,203K",572.3297881
Nov-12,"San Francisco, CA - Corona Heights","$1,200K",637.300608
Dec-12,"San Francisco, CA - Corona Heights","$1,175K",792.4984876
Jan-13,"San Francisco, CA - Corona Heights","$1,127K",792.4984876
Feb-13,"San Francisco, CA - Corona Heights","$1,275K",889.292196
Mar-13,"San Francisco, CA - Corona Heights","$1,128K",812.402413
Apr-13,"San Francisco, CA - Corona Heights","$1,150K",775.9412305
May-13,"San Francisco, CA - Corona Heights",$859K,775.3151654
Jun-13,"San Francisco, CA - Corona Heights","$1,150K",775.3151654
Jul-13,"San Francisco, CA - Corona Heights","$1,065K",745.9486853
Aug-13,"San Francisco, CA - Corona Heights","$1,063K",665.2722254
Sep-13,"San Francisco, CA - Corona Heights",$990K,616.6666667
Oct-13,"San Francisco, CA - Corona Heights",$970K,771.7934481
Nov-13,"San Francisco, CA - Corona Heights",$970K,835.6004664
Dec-13,"San Francisco, CA - Corona Heights",$925K,835.6004664
Jan-14,"San Francisco, CA - Corona Heights","$1,035K","1,018.48"
Feb-14,"San Francisco, CA - Corona Heights",$888K,799.6471482
Mar-14,"San Francisco, CA - Corona Heights","$1,203K",799.6471482
Apr-14,"San Francisco, CA - Corona Heights","$1,658K",758.0862534
May-14,"San Francisco, CA - Corona Heights","$1,658K",855.0431267
Jun-14,"San Francisco, CA - Corona Heights","$2,038K",855.0431267
Jul-14,"San Francisco, CA - Corona Heights","$1,593K",904.6146084
Aug-14,"San Francisco, CA - Corona Heights","$1,600K","1,061.33"
Sep-14,"San Francisco, CA - Corona Heights","$1,585K","1,061.33"
Oct-14,"San Francisco, CA - Corona Heights","$1,158K","1,095.79"
Nov-14,"San Francisco, CA - Corona Heights","$1,158K","1,095.79"
Dec-14,"San Francisco, CA - Corona Heights","$1,425K","1,192.66"
Jan-15,"San Francisco, CA - Corona Heights","$1,550K","1,063.60"
Feb-15,"San Francisco, CA - Corona Heights","$1,785K","1,033.35"
Mar-15,"San Francisco, CA - Corona Heights","$1,698K",977.5641026
Apr-15,"San Francisco, CA - Corona Heights","$1,325K","1,012.20"
May-15,"San Francisco, CA - Corona Heights","$1,325K","1,122.81"
Jun-15,"San Francisco, CA - Corona Heights","$1,325K",806.9767442
Jul-15,"San Francisco, CA - Corona Heights","$1,403K","1,055.20"
Aug-15,"San Francisco, CA - Corona Heights","$1,393K",979.1921665
Sep-15,"San Francisco, CA - Corona Heights","$1,518K","1,207.46"
Oct-15,"San Francisco, CA - Corona Heights","$1,400K","1,028.37"
Nov-15,"San Francisco, CA - Corona Heights","$1,400K","1,064.07"
Dec-15,"San Francisco, CA - Corona Heights","$1,525K",980.0934881
Jan-16,"San Francisco, CA - Corona Heights","$1,613K",788.9546351
Feb-16,"San Francisco, CA - Corona Heights","$1,525K",778.57796
Mar-16,"San Francisco, CA - Corona Heights","$1,100K",803.424622
Apr-16,"San Francisco, CA - Corona Heights","$1,250K","1,052.16"
May-16,"San Francisco, CA - Corona Heights","$1,500K","1,056.91"
Jun-16,"San Francisco, CA - Corona Heights","$1,435K","1,057.59"
Jul-16,"San Francisco, CA - Corona Heights","$1,435K","1,026.44"
Aug-16,"San Francisco, CA - Corona Heights","$1,443K",941.8960245
Sep-16,"San Francisco, CA - Corona Heights","$1,450K",963.507536
Oct-16,"San Francisco, CA - Corona Heights","$1,565K","1,073.11"
Nov-16,"San Francisco, CA - Corona Heights","$1,500K","1,076.07"
Dec-16,"San Francisco, CA - Corona Heights","$1,540K","1,070.15"
Jan-17,"San Francisco, CA - Corona Heights","$1,540K","1,154.63"
Feb-17,"San Francisco, CA - Corona Heights","$1,725K","1,061.77"
Mar-17,"San Francisco, CA - Corona Heights","$1,763K","1,180.81"
Apr-17,"San Francisco, CA - Corona Heights","$1,500K","1,069.70"
May-17,"San Francisco, CA - Corona Heights","$1,500K","1,213.35"
Jun-17,"San Francisco, CA - Corona Heights","$1,415K","1,213.35"
Jul-17,"San Francisco, CA - Corona Heights","$1,500K","1,218.70"
Aug-17,"San Francisco, CA - Corona Heights","$1,600K","1,275.41"
Sep-17,"San Francisco, CA - Corona Heights","$1,525K","1,275.41"
Oct-17,"San Francisco, CA - Corona Heights","$1,575K",978.445831
Nov-17,"San Francisco, CA - Corona Heights","$1,565K","1,001.94"
Dec-17,"San Francisco, CA - Corona Heights","$1,570K","1,025.16"
Jan-18,"San Francisco, CA - Corona Heights","$2,383K","1,100"
Feb-18,"San Francisco, CA - Corona Heights","$3,200K","1,100"
Mar-18,"San Francisco, CA - Corona Heights","$1,820K","1,100"
Apr-18,"San Francisco, CA - Corona Heights","$1,818K","1,078.06"
May-18,"San Francisco, CA - Corona Heights","$1,820K","1,064.28"
Jun-18,"San Francisco, CA - Corona Heights","$1,873K","1,103.20"
Jul-18,"San Francisco, CA - Corona Heights","$1,425K",793.75
Aug-18,"San Francisco, CA - Corona Heights","$1,425K",793.75
Sep-18,"San Francisco, CA - Corona Heights","$1,625K","1,042.96"
Oct-18,"San Francisco, CA - Corona Heights","$1,638K","1,182.94"
Nov-18,"San Francisco, CA - Corona Heights","$1,550K","1,263.11"
Dec-18,"San Francisco, CA - Corona Heights","$1,669K","1,367.92"
Jan-19,"San Francisco, CA - Corona Heights","$1,750K","1,297.90"
Feb-19,"San Francisco, CA - Corona Heights","$1,750K","1,196.97"
Mar-19,"San Francisco, CA - Corona Heights","$1,848K","1,196.97"
Apr-19,"San Francisco, CA - Corona Heights","$2,273K","1,082.36"
May-19,"San Francisco, CA - Corona Heights","$1,888K",967.7419355
Jun-19,"San Francisco, CA - Corona Heights","$1,888K",948.4597156
Jul-19,"San Francisco, CA - Corona Heights","$1,888K",948.4597156
Aug-19,"San Francisco, CA - Corona Heights","$2,370K",921.9853462
Sep-19,"San Francisco, CA - Corona Heights","$2,460K","1,022.21"
Oct-19,"San Francisco, CA - Corona Heights","$1,601K",657.1452462
Nov-19,"San Francisco, CA - Corona Heights","$1,500K",651.25
Dec-19,"San Francisco, CA - Corona Heights","$1,613K",619.352981
Jan-20,"San Francisco, CA - Corona Heights","$1,625K",594.2986332
Feb-20,"San Francisco, CA - Corona Heights","$1,625K",594.2986332
Feb-12,"San Francisco, CA - Clarendon Heights","$2,465K",535.4500801
Mar-12,"San Francisco, CA - Clarendon Heights","$2,605K",539.9061033
Apr-12,"San Francisco, CA - Clarendon Heights","$1,100K",521.0280374
May-12,"San Francisco, CA - Clarendon Heights",$830K,539.9061033
Jun-12,"San Francisco, CA - Clarendon Heights",$710K,649.4710188
Jul-12,"San Francisco, CA - Clarendon Heights",$710K,657.4337328
Aug-12,"San Francisco, CA - Clarendon Heights",$903K,657.4337328
Sep-12,"San Francisco, CA - Clarendon Heights",$935K,654.9295775
Oct-12,"San Francisco, CA - Clarendon Heights","$1,150K",804.9606325
Nov-12,"San Francisco, CA - Clarendon Heights",$830K,674.9606325
Dec-12,"San Francisco, CA - Clarendon Heights",$775K,654.1596157
Jan-13,"San Francisco, CA - Clarendon Heights",$792K,654.1596157
Feb-13,"San Francisco, CA - Clarendon Heights",$900K,852.0625889
Mar-13,"San Francisco, CA - Clarendon Heights","$2,638K",844.7847725
Apr-13,"San Francisco, CA - Clarendon Heights","$1,693K",784.5723421
May-13,"San Francisco, CA - Clarendon Heights","$1,185K",777.7777778
Jun-13,"San Francisco, CA - Clarendon Heights",$778K,777.7777778
Jul-13,"San Francisco, CA - Clarendon Heights",$599K,779.6668429
Aug-13,"San Francisco, CA - Clarendon Heights",$594K,746.132848
Sep-13,"San Francisco, CA - Clarendon Heights","$1,100K",746.132848
Oct-13,"San Francisco, CA - Clarendon Heights","$1,100K",754.2147294
Nov-13,"San Francisco, CA - Clarendon Heights","$1,170K",778.8408641
Dec-13,"San Francisco, CA - Clarendon Heights",$889K,778.8408641
Jan-14,"San Francisco, CA - Clarendon Heights",$889K,767.3492605
Feb-14,"San Francisco, CA - Clarendon Heights","$1,257K",767.3492605
Mar-14,"San Francisco, CA - Clarendon Heights",$850K,767.3492605
Apr-14,"San Francisco, CA - Clarendon Heights","$1,200K",816.1793146
May-14,"San Francisco, CA - Clarendon Heights","$1,050K",771.7898618
Jun-14,"San Francisco, CA - Clarendon Heights","$1,225K",769.4915254
Jul-14,"San Francisco, CA - Clarendon Heights","$1,100K",769.4915254
Aug-14,"San Francisco, CA - Clarendon Heights","$1,200K",769.4915254
Sep-14,"San Francisco, CA - Clarendon Heights",$945K,761.471519
Oct-14,"San Francisco, CA - Clarendon Heights","$1,993K",741.693038
Nov-14,"San Francisco, CA - Clarendon Heights","$1,300K",795.6495356
Dec-14,"San Francisco, CA - Clarendon Heights","$1,104K",840.7919718
Jan-15,"San Francisco, CA - Clarendon Heights","$1,079K",929.333603
Feb-15,"San Francisco, CA - Clarendon Heights","$1,250K",952.9395474
Mar-15,"San Francisco, CA - Clarendon Heights","$1,798K",980.41277
Apr-15,"San Francisco, CA - Clarendon Heights","$1,720K",980.41277
May-15,"San Francisco, CA - Clarendon Heights","$1,360K","1,047.90"
Jun-15,"San Francisco, CA - Clarendon Heights","$1,150K",946.7165924
Jul-15,"San Francisco, CA - Clarendon Heights","$1,150K",889.8305085
Aug-15,"San Francisco, CA - Clarendon Heights","$1,200K",786.4792484
Sep-15,"San Francisco, CA - Clarendon Heights","$1,100K",786.4792484
Oct-15,"San Francisco, CA - Clarendon Heights","$1,075K",921.4880952
Nov-15,"San Francisco, CA - Clarendon Heights","$1,234K",970.5882353
Dec-15,"San Francisco, CA - Clarendon Heights","$1,286K",958.2107843
Jan-16,"San Francisco, CA - Clarendon Heights","$1,950K",970.5882353
Feb-16,"San Francisco, CA - Clarendon Heights","$1,305K",843.9784596
Mar-16,"San Francisco, CA - Clarendon Heights","$1,135K",843.9784596
Apr-16,"San Francisco, CA - Clarendon Heights","$1,393K",787.0948944
